SMILES,UMAP_1,UMAP_2,UMAP_3
CCN(CC)S(=O)(=O)c1ccc2nc(-c3ccncc3)cc(C(=O)[O-])c2c1,6.0442624,11.641689,10.404283
CCCN(CC)c1cc[nH+]c(C(=O)[O-])c1,4.060226,12.182319,11.452246
CS(=O)(=O)[C@H]1O[C@H]1c1ccc(Cl)cc1Cl,4.7930474,11.720656,10.993493
CCC[NH2+]C1CCC(O)(Cc2nc(C)cs2)CC1,4.1848145,13.029652,11.526405
COc1ccc(/C=C2/SC(=O)N(CC(=O)Nc3ccc(F)cc3)C2=O)cc1OC,6.6796107,11.709649,11.3680315
N#Cc1ccnc(N2CCC([NH2+]C[C@@H]3CCCO3)CC2)c1,4.886791,12.915972,11.590061
O=C(Cn1nnn(-c2cccs2)c1=O)OC1CCCCC1,5.422128,12.389962,11.917815
CSc1ccc(/C=c2\sc3ncnn3c2=O)cc1,5.109257,11.769058,12.167547
O=C(C=C1CCSCC1)N[C@@H]1CCC[C@H]1Cc1ccccc1,5.022672,13.056698,11.452103
Cc1cccc(C(=O)N[C@@H](C(=O)N2CCC[C@@H](C)C2)C(C)C)c1,5.0352497,13.012951,11.265665
C=CCN1C(=O)/C(=C/c2ccccc2F)S/C1=N\S(=O)(=O)c1cccs1,5.9610868,11.617699,10.848764
COc1ccc(F)cc1C(=O)Nc1nccs1,4.7903023,11.501084,11.651719
Cc1ccc(C)c(-n2c(SCCCCCO)nc3ccccc3c2=O)c1,6.366371,12.730013,12.083486
CC[C@@H](C)[C@@H]([NH3+])c1ccc(Cl)s1,3.9413474,12.533226,11.844352
COc1cccc([C@@H](C)[NH2+]CCOc2ncccc2Cl)c1,4.87009,12.184767,11.941602
CC[C@@H]1CCCCN1C(=O)NC1CCN(C(=O)OC(C)(C)C)CC1,5.4701886,13.2184515,10.79977
CCOc1cccc(NC(=O)NCc2ccc(N3CCSCC3)cc2)c1,6.034732,12.838197,11.34643
CCOC[C@H]1CC[NH+](Cc2ccc(-c3nc4ccccc4s3)o2)C1,6.0131593,12.971302,11.890092
CCCC(=O)N[C@@H]1CCC[NH+](Cc2ncccc2C)C1,4.60861,12.979435,11.470741
COc1ccc([C@@H]([NH2+]Cc2ccc(Cl)nc2)c2ccc(F)cc2)cc1,5.9191856,11.931829,11.666189
COc1cc(NC(=O)[C@H](C)Sc2ccccc2Cl)cc(OC)c1,5.21693,11.950591,12.147595
C#CCN(C[C@H]1CCCO1)C(=O)N[C@@H](C)c1cccc([N+](=O)[O-])c1,5.2669754,12.093578,11.274033
COCCCN1C(=O)c2ccc(C(=O)Nc3nc(-c4ccc(C)cc4)cs3)cc2C1=O,7.0075717,12.074048,11.241009
CCC[NH2+][C@]1(C(=O)OCC)CC[C@H](n2cc(Cl)c(C)n2)C1,5.126017,13.043283,11.660786
O=C(NCCCc1ccccc1)C1CCN(C(=O)[C@@H]2CC(=O)N(c3ccccc3)C2)CC1,7.003575,12.447982,11.023085
Cc1[nH]c(=O)c(C(=O)N2CCN(c3ccccc3)C(=O)C2)c(C)c1C,6.1184497,12.381562,11.811786
CCn1cc(/C=C/C(=O)c2ccc3ccccc3c2)cn1,5.5308633,12.2164345,12.390988
CCOC(=O)c1cccc(NC(=O)c2cn[nH]c2C)c1,4.9287314,11.939141,11.735461
O=C(CCc1nc2ccccc2c(=O)[nH]1)Nc1cc(Cl)c(Cl)cc1Cl,5.871248,11.640167,12.165432
C[C@H]([NH2+]Cc1nc(Cc2ccccc2)no1)[C@@H](C)n1cccn1,5.510343,12.916332,11.683428
C[C@@H]1CCO[C@@H]1C(=O)N1CC[C@H](C(N)=O)c2ccccc21,5.0176835,12.643094,11.965308
CCC[NH2+][C@H](Cc1nn(C)c2ccccc12)c1ncc[nH]1,5.6360116,12.580651,12.35435
CC(C)c1noc(-c2cc[nH+]c(N3CCN(C(=O)[C@H]4C[C@H]4C)CC3)c2)n1,5.8949413,13.214331,11.928755
O=C(NCc1cccnc1)NCc1ccnc(OCC(F)F)c1,5.310766,11.566618,11.489045
C[C@@H](NC(=O)N1CCCCCCC1)[C@@H]1CCCO1,4.303524,12.931575,11.235569
Cc1ccc([C@]2([NH3+])CC[C@@H]2C)cc1,3.8984003,12.621444,11.702164
O=C(c1cc2c(F)cccc2[nH]1)N(C[C@@H]1CCCO1)c1ccncc1,6.296748,12.083676,12.035809
COc1ccc(CN/C(C)=C2/C(=O)N(c3ccc(OC)cc3)N=C2C)cc1,6.4338665,12.474412,11.691525
O=C(COC(=O)C1(c2ccccc2F)CCCC1)N1CCOCC1,5.7599,12.470307,11.491028
CC1(C)C(=O)NCC[NH+]1Cc1ccc(OCC(F)F)cc1,5.201998,12.030864,11.429858
Cc1cc(C(=O)N2CC[C@H](C)C[C@H]2C)c2c(C)nn(C)c2n1,5.975402,12.832568,12.10798
CCNc1ccc2c(OC)ccc(F)c2n1,4.317066,11.888275,11.681319
Fc1ccc([C@@H]2C[C@@H](c3ccc(Br)cc3)Nc3ncnn32)cc1Br,5.6681895,11.538203,12.425728
C[C@@H]1[C@H](C(=O)[O-])CCN1S(=O)(=O)c1ccc(F)c(Cl)c1,5.492616,11.384035,10.714935
CN(Cc1ccno1)Cc1c(C(=O)N2CC[NH+](C3CCCCC3)CC2)nc2ccccn12,7.140266,12.69291,11.112886
COc1cccc(C2=C[C@H](C(=O)N3CCCCC3)N=N2)c1,5.1106677,12.756606,11.856857
O=C(Nc1ccc2[nH]c(=O)[nH]c2c1)c1cc(S(=O)(=O)NC2CC2)ccc1Br,6.0393806,11.583389,10.554845
CC(C)OC(=O)CCNC(=O)c1cnn(-c2ccc(F)cc2)n1,5.29379,11.791781,11.666739
CCCCOc1ccccc1NC(=O)c1scnc1C1CC1,5.4873495,12.979383,12.142565
O=C1N=C(N2CCCCC2)S/C1=C1/C(=O)Nc2ccccc21,5.80574,12.527126,12.281427
Cc1c([C@H](C)NC(=O)c2[nH]c3ccccc3c2Cl)cnn1C,5.7737827,12.000287,12.327808
CSc1cccc2sc(N3CCN(C(=O)c4ccn(C(C)C)n4)CC3)nc12,6.4673514,12.900425,11.889928
O=C(Cc1ccc(Cl)cc1)/N=C1/S[C@@H]2CS(=O)(=O)C[C@H]2N1c1cc(Cl)ccc1Cl,6.4039884,11.783997,10.90892
Cc1ccc(N2CC[C@H](C(=O)NC[C@@H](CC(C)C)N3CCOCC3)C2=O)cc1,6.3725038,13.17824,11.142333
COc1ccccc1CC(=O)N[C@@H]1CS(=O)(=O)C[C@H]1Cl,5.1745043,11.75422,10.534462
c1cc(-c2nc3c4cn[nH]c4ncn3n2)ccc1COc1ccc2c(c1)CCC2,6.6908374,12.087415,12.413216
CC(=O)Nc1ccc(O[C@H](C)c2nc(C(C)(C)C)no2)cc1,5.122108,12.732233,10.926024
O=C(c1c(-c2ccccc2)nc2sc3c(n12)CCCC3)C(F)(F)F,5.8316083,10.699526,11.294999
CC(C)CNC(=O)NC(=O)[C@@H](C)Nc1ccc(OC(C)C)cc1,5.2373037,12.885763,11.053132
C=C[C@](C)(O)CC[C@H]1C(C)=CC(=O)[C@H]2C(C)(C)CCC[C@@]21C,4.8954287,13.287389,11.142492
COCC(=O)N1CCCc2ccc(NC(=O)c3cccc(Br)c3)cc21,5.856802,11.640661,12.343217
C[C@H](Oc1cccc(Cl)c1)C(=O)Nc1ccc2ccccc2c1,5.598584,11.941708,12.283664
C[C@H](CN(C)C(=O)c1ccc(F)c(F)c1F)C(=O)[O-],5.157844,11.384118,11.438164
NC(=O)c1ccc(SCC(=O)Nc2ccc3c(c2)Cc2ccccc2-3)c([N+](=O)[O-])c1,6.6586666,11.889253,11.719379
COCCOc1c(Cl)cccc1NC(=O)Cc1c[nH]c2ccccc12,6.1365256,11.95829,12.089664
CC(C)(C)OC(=O)N1CC[C@H]2CC(=O)[C@H]2C1,4.6208115,12.760196,10.952431
C[C@@H]1C[C@@H]1C(=O)Nc1ccc(F)cc1C(=O)NC1CCC(O)CC1,5.5658083,12.785045,11.821836
CCC[NH+](C)C[C@H]1CCN(C(=O)Nc2cc(NC(C)=O)ccc2C)C1,5.765863,13.16156,11.072863
CC(C)CCc1noc(C[NH+](C)[C@H]2CCC[C@@H]2S(C)(=O)=O)n1,5.459664,11.962709,10.129875
C[C@@H](NC(=O)c1ccccc1CSc1nc2ccccc2[nH]1)C1CC1,5.8801656,13.052279,12.16841
Cn1c(=O)c(=O)n(CC(=O)N2CCC3(CC2)OCCO3)c2cccnc21,6.247932,12.157273,11.447479
COc1ccc(-n2nnc(-c3nc(-c4ccc5c(c4)OCO5)cs3)c2C)cc1OC,6.938746,11.884846,11.583191
Cc1ccc(NC(=O)CSc2nnc([C@@H]3CCCN3C(=O)c3cccc(C)c3)n2C)cc1,7.070055,12.27394,11.106882
C[C@H]1C[C@H]([NH+]2CC[C@H](S(=O)(=O)NC3CC3)C2)CC(C)(C)C1,5.3911204,12.026284,10.14564
CC[C@H](Sc1cc(C)c2cccc(C)c2n1)C(=O)Nc1nc2ccc(S(N)(=O)=O)cc2s1,6.8987527,11.967805,10.901701
COC(=O)[C@]1(NC2CC2)CC[C@H](Sc2ncc(C)cn2)C1,5.3469844,13.119882,11.803404
Cc1cc(C)c(C)c(S(=O)(=O)/N=C(\[O-])c2cc(C3CC3)n(C(C)(C)C)n2)c1C,6.2599797,12.018519,10.515853
CC(C)(O)C#Cc1ccc(C[NH2+][C@H]2CCCN(c3nc4ccccc4s3)C2)s1,6.3138914,13.014261,11.753043
Cc1nnsc1C(=O)Nc1nnc(-c2ccc(Br)cc2)o1,5.2860947,11.527705,12.212636
Cc1ccccc1COc1ccc([C@@H]2C3=C(CCCC3=O)Nc3nnnn32)cc1,6.9570146,12.408989,11.728863
COc1cc(OC)cc([C@@H](NC(=O)N(C)C2CCCCC2)c2nccn2C)c1,6.433207,12.915651,11.367541
O=C1[C@H]2[C@@H]3C=C[C@@H](C3)[C@H]2C(=O)N1CN(C(=O)C(F)(F)F)c1cccc(C(F)(F)F)c1,6.040651,10.826294,11.164606
CCNc1ncc(COc2cccc3ccccc23)s1,5.2432547,12.177483,12.392282
C/C(=C1/SC(=O)N(c2ccc(Cl)cc2)C1=O)c1ccc(Br)cc1,5.420705,11.576185,12.352977
Cc1ccc(NC(=O)C[C@H]2SC([N-]c3ccc(N(C)C)cc3)=NC2=O)c(C)c1,6.5505447,12.3382435,11.536016
CC(C)CN(CCC#N)C(=O)NC[C@@H]1CC[C@H](C(=O)[O-])O1,4.4106226,12.803653,11.134721
Cc1cc(CN2CCN3C(=O)NC[C@@H]3C2)cc(C)c1OC(F)F,5.8050756,11.450924,11.373567
CCCCCN1C(=O)/C(=C/c2ccc(O)c(OCC)c2)SC1=S,5.671037,12.794075,12.049891
N#CCCN(Cc1ccccc1)C(=S)NC(=O)c1cccc(Cl)c1,5.5447884,11.748535,12.081931
COC(=O)CCCc1nnc(NC(=O)N2CCC[C@@H]3CCC[C@@H]32)s1,5.657057,12.687052,11.250322
COc1cc(C)c([C@@H](C)NC(=O)CSC2CCCC2)cc1OC,5.5124707,13.120117,11.409014
Cn1cccc1Cc1nnc(SCC(=O)Nc2ccc3c(c2)OCCO3)n1C,6.531138,11.949401,11.607846
Cc1oc(-c2ccccc2)nc1CCNC(=O)c1ccc([S@@](C)=O)cc1,5.8267245,12.240437,11.3914385
CCCCn1nc(C)c(C[NH2+]C[C@@H](C)O)c1Cl,4.2459717,12.684814,11.604954
C/C=C/C=C/C(=O)N1C[C@@H](C(=O)OC)[C@@H](C)C1,4.213233,12.499325,11.235052
COC(=O)c1cc(CSc2nnc(-c3cccnc3)n2-c2ccccc2F)oc1C,6.703621,11.812871,11.501259
O[C@H]1CCN(c2ccnc(N3CCc4[nH]c5ccc(Cl)cc5c4C3)n2)C1,6.81746,12.522459,11.809316
Cn1ncc2c(NCc3ccco3)nc(CCc3ccccc3)nc21,6.1839786,12.326401,12.195433
Cn1cc[nH+]c1C[C@H]1CCC[NH+](Cc2ncc(-c3ccccc3Cl)o2)C1,6.1829934,13.133291,11.618426
Cc1cc(N2CC[C@H](C)[C@H](O)C2)nc(C)[nH+]1,4.071949,12.463128,11.624831
Cc1nnc(CCC[NH+]2CCC(CC[NH+]3CCCC[C@@H]3C)CC2)o1,5.804686,13.405633,11.136469
Cc1ccc([C@H]2C[C@@H]2NC(=O)N2CCC(C(N)=O)CC2)cc1C,5.5922093,13.045444,11.854871
CC(C)Oc1ccc(-c2nc(C(=O)O[C@@H](C)[C@@H]3CCOC3)cs2)cc1,5.799264,12.733883,11.896144
COc1cc(Cl)c(C)cc1NC(=O)[C@H](C)N1CCN(S(=O)(=O)c2c(C)noc2C)CC1,6.5413427,11.852167,10.542568
COc1cc(F)c([C@H]([NH3+])c2ccc(SC)cc2)cc1OC,4.9932194,12.334895,11.995124
Cc1cccc([C@@H](C)[NH2+]CCS(=O)(=O)C(C)(C)C)c1C,4.6253853,13.127649,11.092778
Cc1cc(NN)c2cccc(OC(F)(F)F)c2[nH+]1,5.5206866,10.652959,11.234112
Cn1ncnc1CCNC(=O)[C@H]1C[C@@H]1c1cc(Cl)cc(Cl)c1,5.5587044,12.657472,12.192138
C/C=C(\C)[C@@H]1C=C[C@@H]2C[C@H](C)C[C@H](C)[C@@H]2[C@@H]1C(=O)C1=C([O-])[C@H](C[C@](C)(O)C(=O)[O-])NC1=O,7.1813974,12.407676,11.032303
Cn1c(=O)n(CC(=O)N[C@@H]2CCCc3ccc(F)cc32)c2ccccc21,6.306504,12.257761,11.848193
CCCCc1nnc(NC(=O)C2CCN(S(=O)(=O)c3ccc(C)cc3)CC2)s1,6.367702,11.824321,10.471521
CC[C@@H](NC(=O)c1ccc(Br)o1)C(=O)N1CCOCC1,4.864416,11.573447,12.060231
COC(=O)c1ccc(NC(=O)c2c(C)sc3ncnc(N4CCC[C@H](C)C4)c23)cc1,6.9753327,12.232242,11.275404
O=C(Cc1ccc([N+](=O)[O-])cc1)NCC1(O)CCOCC1,5.1554875,12.131686,11.557221
C[C@H]1N=C(CCNC(=O)CCC2=c3ccccc3=[NH+]C2)CS1,5.3734226,12.506237,12.025244
COC(=O)c1cc(NC(=O)[C@@H]2CCO[C@H]2C)ccc1C,4.8612237,12.277536,11.617622
CC[C@@H](C)NS(=O)(=O)c1cc(N2C(=O)[C@@H](C)CS2(=O)=O)ccc1OC,5.961322,11.626541,10.406089
Cc1cc2ncn(C[C@H]3CC3(Cl)Cl)c2cc1C,4.5648117,12.005688,12.079057
Cc1cc(Br)ccc1NC(=O)[C@@H](C)[NH+](C)Cc1cccs1,4.739027,11.784596,12.1748705
CCn1cc(-c2nc(-c3cccc(Cl)c3)no2)c(=O)c2ccccc21,6.1663494,11.97264,12.290691
COC[C@@H](C)NC(=O)C(=O)Nc1cc(-c2ccccc2)nn1C(C)C,5.8329997,12.479974,11.803791
C#CCOc1ccccc1CN1CCN(C2=[NH+]C[C@@H](C)S2)CC1,5.2273936,13.013441,11.462932
CCC[NH2+][C@H](Cc1ccccc1)[C@@H]1CN(CC)CCO1,4.5128174,13.18024,11.517219
C[C@H]1CCCC[C@H]1NC(=O)c1cc(S(=O)(=O)N2CCOCC2)ccc1Cl,6.0316935,11.768578,10.347864
Cc1nc(CNC(=O)C(=O)Nc2cc(Cl)ccc2Cl)no1,5.152724,11.580299,11.944581
O=C(COc1ccc(Br)cc1)N[C@H]1CCS(=O)(=O)C1,4.981437,11.68771,10.998117
CCc1nnc(NC(=O)c2ccccc2N)s1,4.5722513,11.838521,11.971713
Cc1ccc(S(=O)(=O)N2C(N)=C(C#N)[C@H](c3ccc(Cl)cc3)[C@H]2C(=O)c2ccccc2)cc1,7.168959,12.083504,11.187152
CN(CC1CCCC1)C(=O)C(=O)Nc1cccc(SC(F)F)c1,5.358739,11.99783,11.51409
O=C(c1cc(=O)[nH]c2ccccc12)N1CCC([C@H](O)c2ccccc2)CC1,6.569677,12.512781,11.96297
CCO[C@@H]1C[C@@H]([NH3+])[C@@H]1Nc1ncc(Cl)cc1F,4.4215145,12.303907,11.493196
CC(=O)Nc1ccc(NC(=O)c2ccc3c(c2)Cc2ccccc2-3)cc1,6.140045,12.14849,12.089623
CCOC(=O)C1=C(c2ccccc2)Nc2ncnn2[C@H]1c1ccc(SC)cc1,6.9501743,12.236273,11.668565
Cc1cc(NC(=O)N[C@@H](Cc2ccccc2)c2ccccc2F)n(C)n1,6.3314543,12.124475,11.698219
Cc1nc(C[C@@H](N)[C@]2([NH+](C)C)CCC[C@H](C)C2)cs1,4.370779,13.272251,11.422051
CCOc1ccccc1/C=C1\Oc2c(ccc([O-])c2C[NH+]2CCN(C)CC2)C1=O,6.8920655,12.537788,11.372813
CC(C)Cn1cc[nH+]c1CN[C@@H](c1ccccc1)C(C)C,4.6456356,13.213651,11.412413
O=C(CBr)c1cnc2ccc(Cl)cn12,4.4567037,11.626807,11.968929
COc1ccc(F)cc1NC(=O)c1sccc1S(=O)(=O)N(C)C,5.865619,11.479745,10.71114
CCCC[C@@H](NC(N)=O)C(=O)Nc1cc(OC)ccc1F,5.0386095,11.937581,11.447655
Cc1ccc([C@@](C)(O)CNC(=O)NC[C@@H](c2ccco2)[NH+]2CCCCC2)o1,6.3106456,13.109612,11.304283
COc1cccc(C[NH2+]Cc2cccc(Br)c2OC)c1OC,4.9781165,11.873237,12.125904
CCc1noc(CN(CC)C(=O)C(C)(C)NC(=O)c2cccs2)n1,5.5631614,12.737683,11.633604
CC(C)C[C@](C)(O)CNC(=O)CC[C@H](C)O,4.2762446,12.855534,11.0844
CCCNC(=O)NC(=O)CN1C(=O)N[C@](Cc2ccccc2)(c2ccccc2)C1=O,6.7342396,12.340946,11.35454
COc1cccc(CCNC(=O)CN2CCN(c3ccccc3O)CC2)c1,6.2204814,12.967266,11.279443
c1ccc2c(NCc3nnc(C4CCC4)o3)cccc2c1,5.546491,12.390637,12.4394045
CCN(CC(C)(C)O)C(=O)COCc1ccccc1Cl,4.694217,12.664135,11.1566105
COc1ccc(CC[C@H]2C[C@@H](C(C)(C)C)CCC2=O)cc1,4.641679,13.223447,11.231021
O=C1N(C[NH+]2CCN(c3ccccc3)CC2)c2ccccc2C12O[C@@H]1CCCC[C@H]1O2,7.1570945,12.656582,11.128559
C1=C[C@H]2C[C@@H]1C[C@H]2CN1CC[NH+](C2CCCCCC2)CC1,4.647187,13.452702,11.192153
CC(C)C[C@H](C[NH+](C)C)Nc1ncncc1N,4.180173,12.852843,11.353371
CC(C)[C@H](O)CCNC(=O)C(=O)Nc1ccn(-c2ncccc2Cl)n1,5.605174,12.3924,11.799182
O=C(N[C@H](NC(=S)Nc1ccccc1)C(Cl)(Cl)Cl)c1cccc(Br)c1,5.527592,11.516386,12.408814
CC1=C(C(=O)OC(C)C)[C@@H](c2ccc(C)s2)NC(=O)N1C,5.012166,12.504327,11.37472
CC[C@H](NC(=O)CN1C(=O)c2ccccc2N2C(=O)CC[C@]12C)c1ccc(C)cc1,7.0794125,12.449424,11.392306
CCN(CCO)C(=O)Nc1cccc(C(=O)Nc2cccc(C#N)c2)c1,5.764784,12.195514,11.594423
Cc1cccc(-c2nn(C[NH+]3CCCCC3)c(=S)n2-c2ccccc2)c1,6.1261387,12.895889,12.032275
Cc1ccc(-c2cccc(F)c2C(=O)[O-])c(C)c1,4.6249437,11.79324,11.638071
CCCn1/c(=N/C(=O)[C@@H](CCSC)NC(N)=O)[nH]c2ccccc21,5.925447,12.608701,11.881293
COc1ccccc1N1C[C@@H](C(=O)NN2C(=O)NC3(CCCCC3)C2=O)CC1=O,6.6077857,12.555522,11.220818
COc1cc(OC)cc(C(=O)Nc2ccccc2C(=O)NC(C)(C)C)c1,5.5654235,12.681899,10.975084
C[C@H](Nc1nc(-c2ccncc2)nc2ccccc12)c1ccccn1,6.073017,12.299602,12.419093
COC(=C(C#N)C#N)c1cccs1,4.1864276,11.813115,11.830764
CNC(=O)[C@@H]1CCCN(C(=O)Nc2nn(-c3ccccc3Cl)cc2C)C1,6.010616,12.52671,11.726668
COc1ccccc1N1CC[NH+]([C@@H](C)C(=O)Nc2ccc(F)cc2)CC1,6.2411757,12.888946,11.42626
CN1C[NH+](C)CC2=C1NCNS2(=O)=O,5.0416656,11.710784,10.633024
CNC(=O)c1ccc(O[C@@H]2CCC[C@H]([NH3+])C2)nn1,4.3636727,12.401398,11.349134
COc1ccc(C(=O)O[C@@H](C)[C@@H]2CCCO2)cc1OC(F)F,5.6109324,11.396555,11.387772
Cc1ccc2c(c1)CCN2C(=O)c1ccc(C)nc1C,5.321024,12.351276,12.292178
O=C(NC[C@@H](O)CN1CCCC1=O)Nc1cccc(F)c1,5.186465,11.849223,11.491446
Clc1ccc([C@H](NCCc2nnc3ccccn23)C2CC2)cc1Cl,5.7817254,12.725004,12.308806
Cc1cc(C)cc(-c2nnc(Sc3nc(C(C)C)ns3)o2)c1,5.7193265,12.359476,12.193017
C/C(=C/c1ccc(F)cc1)C(=O)NCc1cccc(OCC(F)F)n1,5.460869,11.471738,11.445656
COc1nc(Oc2ccc3ccccc3c2)ccc1N,5.322603,11.957313,12.337717
CC(C)c1nc(CSCc2ccnn2C)no1,4.4949713,11.955563,11.859168
Cc1ccc(-n2nc3c(c2NC(=O)c2ccc(Br)o2)CSC3)cc1C,5.77127,11.793691,12.4112
CCCn1ncnc1COc1ccc(C)nc1C[C@H](C)[NH3+],4.7157254,12.840755,11.518491
CC[C@@H](Oc1ccccc1/C=C1\S/C(=N\c2cccc(O)c2)N(CC)C1=O)C(=O)[O-],6.8486967,11.995564,11.369728
O[C@H](c1c(F)c(F)c(F)c(F)c1F)C(Cl)(Cl)Cl,5.1533856,11.226404,11.424931
Cc1cccn2c(=O)c(C(=O)N[C@H]3CCN(C(=O)C(C)C)C3)cnc12,6.1980095,12.572895,12.036713
O=C(NCCCS(=O)(=O)c1ccccc1)c1n[nH]c2ccccc12,5.8047066,11.523101,10.544083
CCN(CC(=O)NCc1ccc(F)cc1)C(=O)c1cnc(-c2cccnc2)s1,6.4679165,11.822571,11.5046835
FC(F)(F)c1cccc2c1CCCC2,5.443283,10.666535,11.22332
[NH3+]CC1CCC(c2nc3ccc(Cl)cc3s2)CC1,4.7110977,12.409012,12.115344
CCSc1nc2ccccc2c(=O)n1CCc1ccccc1,5.7610564,12.371515,12.478423
Cc1cc(C(=O)COC(=O)c2cc(Cl)c3c(c2)OCCCO3)c(C)n1C1CC1,7.107591,13.187968,11.690823
CC[C@H](NC(=O)c1ccc(C#N)cn1)C(=O)N1CCOCC1,5.2664123,12.187993,11.741622
COc1ccc(CNC(=O)N2CCc3c([nH]c4ccccc34)[C@H]2C)cc1OC,7.007856,12.526188,11.607628
COc1ccc([C@@H]2C(C#N)=C(N)Oc3cc(C)n(CCN4CCOCC4)c(=O)c32)cc1OC,7.2663302,12.240484,11.282264
O=c1[nH]nc([O-])n1/N=C/c1ccco1,4.161044,11.853709,11.509282
CSc1cc(-c2cccs2)oc(=O)c1C#N,4.376429,11.718475,12.020752
C=CCN(CC=C)C(=O)C1CCN(C(=O)C(C)(C)C)CC1,5.008167,13.124822,11.085293
Cc1nc(CSc2nncc3ccccc23)nc2ccccc12,5.9354486,12.310045,12.5078335
C[C@H]1CCCC[NH+]1C[C@@H]1CCC(C)(C)[C@@H]1[NH3+],4.0081487,13.083479,11.51578
COc1ccc(S(=O)(=O)N2CCOCC2)cc1NC(=O)/C=C/c1ccc(F)c(Cl)c1,6.4224706,11.683369,10.678485
CCc1ccc(/C=C(\C#N)C(N)=O)s1,4.189074,11.8799095,11.7833
N#Cc1csc(C(=O)N2CC[C@H]3CCCC[C@@H]32)c1,4.8692455,12.476101,12.010141
CNS(=O)(=O)c1cccc([C@H](C)NC(=O)c2ccc(Cn3cccn3)cc2)c1,6.2721496,11.73263,10.627652
C[C@H]1CCC[C@@H](C)N1C(=O)[C@H]1C[C@H]1c1ccccc1Cl,5.149581,13.131726,11.949354
COCc1ccc(C[NH+](C)Cc2ccccc2O)o1,4.6758966,12.445012,11.834076
Cc1c(F)cc(N)cc1S(=O)(=O)NCC(N)=O,5.242432,11.519481,10.651132
