SMILES,SLogP,SMR,MW,TopoPSA,BertzCT
C[C@@H](O)[C@@H](O)/C=C/C=C/C(=O)O[C@@H]1C=C2COC(=O)[C@]2(O)[C@@]2(C)CCCC(C)(C)[C@@H]12,1.8127999999999995,109.06840000000004,420.2148033640009,113.29,793.3733321798568
O=C(CCc1cccc(Br)c1)c1cccc(F)c1,4.403700000000002,73.19350000000003,306.00555532400034,17.07,565.9249890908637
NOCCCc1ccccc1,1.5095000000000005,44.90240000000003,151.099714036,35.25,186.01403827281283
CCOC(=O)C(C)(C)Sc1nc2c(cnn2-c2ccc(F)cc2)c(=O)[nH]1,2.6817,96.01270000000004,376.1005396240005,115.17,1011.015048865877
C[C@@H](OC(=O)c1ccc2c(c1N)C(=O)c1ccccc1C2=O)C(=O)Nc1ccc(Cl)cn1,3.276600000000001,116.9156,449.07784829200045,128.45,1287.2894020827107
CCOC(=O)C1=C(C)Oc2ncn3nc(-c4ccncc4)nc3c2[C@@H]1c1ccco1,3.1407000000000016,104.525,403.1280540240005,104.64,1261.5512698959467
COc1ccccc1-n1cnnc1S[C@H](C)C(=O)Nc1sc2c(c1C#N)CCCCC2,4.597280000000004,122.15270000000004,453.1293169760007,146.36999999999998,1131.3675501716698
CC(=O)N1c2ccc(S(=O)(=O)N[C@H](Cc3ccccc3)C(=O)Nc3nc(C)cs3)cc2C[C@H]1C,3.2773200000000013,132.50419999999997,498.1395473120008,145.09,1321.7507283423515
COc1ccccc1/C=c1\s/c(=C(/C#N)C(=O)N[C@@H]2CCCC[C@@H]2C)n(-c2ccc(F)cc2)c1=O,3.2446800000000025,134.26869999999997,491.1678909120008,112.36,1450.5026417682552
Cc1ccc(CN2C(=O)/C(=C3\SC(=S)N([C@@H]4CCS(=O)(=O)C4)C3=O)c3ccccc32)cc1,3.300320000000002,129.82479999999998,484.0585201200005,140.53,1298.7765223962742
Cc1ccc(NC(=S)NNC(=O)Cn2c(=O)oc3ccccc32)c(C)c1,2.2291399999999992,103.8891,370.1099614360005,120.39,1038.3373966098866
COc1ccc([C@H]2c3sc(=O)[nH]c3S[C@@H]3C(=O)N(c4ccc([N+](=O)[O-])cc4)C(=O)[C@H]32)cc1OC,3.1576000000000013,125.05310000000004,499.0507918840004,185.38,1381.8802052287538
O=C1C[C@H](c2ccc3c(c2)OCO3)c2c([O-])nc(SCc3ccc(Cl)cc3)nc2N1,3.6987000000000014,110.14570000000002,440.0477282199105,121.7,1139.8405498831198
CC(C)Cn1c(SCC(=O)N2C[C@@H](C)C[C@H](C)C2)nnc1-c1ccco1,3.790700000000003,102.81100000000004,376.1932971360008,89.46,715.984578539906
Cc1ccc(-c2cccc(CN3CCC[C@H](c4nnc5n4CCC5)C3)c2)cc1,4.579320000000004,112.21000000000004,372.2313968960008,33.95,956.9914258272108
CC[NH2+][C@@H](C)c1ccc(Oc2cccc(F)c2)c(F)c1,3.4014000000000024,73.75540000000002,278.1350970560905,25.84,586.4395974496853
C[NH+](C)CCO[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,1.3622999999999998,66.64670000000005,226.21654093609,13.670000000000002,261.46095620802083
CCOCCOC(=O)Cl,1.3983,33.69399999999999,152.024021828,35.53,84.27229264640108
COc1ccc(OC)c(NC(=O)CS[C@H]2N=C3N=NC(C)=C3C(=N)N2c2ccc(C)c(Cl)c2)c1,5.256690000000004,135.80739999999994,498.1240872760007,137.03,1259.2617259942813
Cc1c(C(=O)Nc2ccc(C(=O)Nc3ccccc3C(=O)[O-])cc2)cccc1[N+](=O)[O-],2.771320000000001,110.95430000000002,418.1044588119104,141.47000000000003,1188.1055600031991
C[C@@H](Cl)C1CCCCCC1,3.584100000000002,46.507000000000026,160.101878224,0.0,80.72905595320056
O=C(Oc1ccc(NC2=NS(=O)(=O)c3ccccc32)cc1C[NH+]1CCCCC1)c1ccccc1,3.0356000000000014,129.8817,476.16385373209073,97.64999999999998,1347.468519032894
C=CC[C@H]([NH2+]CCCF)c1ccccc1F,2.365900000000001,61.33940000000003,226.14018243609,16.61,325.46356211444805
OCCCNc1ccc(Br)cn1,1.6384,52.12950000000002,230.005475072,45.15,225.0043990081689
Cn1cc[nH+]c1C[C@@H]1CCCC[C@H]1Cl,2.1793,57.27170000000004,213.11530267609,19.07,295.23256765224625
Cc1ccc(-n2nnnc2S[C@@H](C)C(=O)Nc2ccc3c(c2)C(=O)c2ccccc2C3=O)cc1,3.865420000000002,127.58870000000002,469.1208604680005,132.14,1445.198916272111
Fc1cc(C[NH2+]CCCn2cc[nH+]c2)cc(F)c1F,0.8731999999999995,62.41710000000002,271.1285350121804,35.68,502.9297537400713
CC(C)[C@@H]1CS(=O)(=O)CC[C@H](C)[NH2+]1,-0.2185999999999984,53.284200000000034,206.12092630009,59.13,258.7882669580792
COC(=O)c1ccc(NC(=O)c2ccc(-c3ccc(OC)cc3[N+](=O)[O-])o2)cc1,3.902300000000003,103.08510000000004,396.0957508520004,120.91,1070.6886974194108
Cn1c(Cc2cccs2)nnc1SCCN1C(=O)c2ccccc2C1=O,2.855700000000001,100.66100000000004,384.0714677520004,121.63,930.493740788458
COc1ccc(N/C=C2/C(=O)NC(=S)N(c3cccc4ccccc34)C2=O)c(OC)c1,3.6007000000000016,123.42640000000002,433.1096270880005,111.99,1233.2236159859865
CCS(=O)(=O)c1ccc(C(=O)N(Cc2ccccn2)c2nc3cc(C)cc(C)c3s2)cc1,4.948740000000005,128.01330000000004,465.1180835960007,116.85,1379.5441954437565
COc1ccc(-n2c(C)cc(C(=O)COC(=O)c3ccc4c(=O)n5c(nc4c3)CCCCC5)c2C)cc1,4.578740000000004,139.9659999999999,499.2107210280008,92.42,1563.4479631959812
COc1cc(C[NH+]2CC[C@@H](Oc3cccnc3)C2)cc2c1OCCO2,1.0975999999999997,91.65470000000003,343.1652336360906,54.250000000000014,705.614073768696
COc1ccc(C(=O)C2=C([O-])C(=O)N(c3nc(C)c(C)s3)[C@@H]2c2ccccn2)cc1F,2.887840000000001,110.3605,438.09292882391054,123.69,1203.248895809577
C=CCn1c(SCC(=O)c2c[nH]c3ccccc23)nc2scc(C3CC3)c2c1=O,4.977700000000003,119.40520000000004,421.0918688480005,121.29,1310.8366791559354
CC1(C)C[C@@H]2C[C@@](C)(CN2c2ncnc(NNC(=O)c3ccccc3F)c2N)C1,3.359800000000001,110.80630000000004,398.2230377040008,96.17,948.5186041049895
CO[C@H](C)[C@H](Br)C(=O)[O-],-0.4653,34.19299999999999,194.96622979591,49.36,104.37622970804894
CCCO[C@H]1CCC[NH+](Cc2cnn(-c3ccc(F)cc3)c2)CC1,2.375400000000001,91.80470000000004,332.21326712409075,31.49,625.7970672671261
CCN1CCO[C@H](c2ccccc2F)C1,2.2189,57.20700000000004,209.121592352,12.47,329.1530873757561
CCOc1cc([C@H]2CC(=O)NC(SCC(=O)Nc3cccc(C)c3C)=C2C#N)ccc1O,4.118320000000003,124.41920000000005,451.1565772800007,136.75,1120.712788535724
CCOc1ccccc1NC(=O)C[C@H](C)S(=O)(=O)c1ccc2c(c1)NC(=O)CS2,3.320500000000002,113.30120000000004,434.0970138040007,135.25,1036.917119526677
O=Cc1cccc(C=O)c1Br,2.0741,44.91700000000001,211.9472915,34.14,267.89357423078934
CC(C)[C@@H]1C[S@](=O)[C@@H](C)C[NH2+]1,-0.2747999999999987,47.88980000000002,176.11036161609,52.89,158.1710478569335
CCN1CCN(C(=O)c2cc(-c3cccc(OC)c3)nc3c2c(C)nn3[C@H]2CCS(=O)(=O)C2)CC1,2.552620000000001,134.57829999999998,497.20967547200087,106.01,1376.0001464801717
Cc1ccc(NC(=O)CSc2nc3ccccc3c(=O)n2Cc2ccco2)c([N+](=O)[O-])c1,3.985220000000002,121.00010000000005,450.09979067600045,145.57000000000002,1364.7614707533714
O=C([O-])Cc1sc(N2N=C(c3cccs3)C[C@@H]2c2ccco2)nc1-c1ccccc1,4.112700000000003,115.662,434.06385695191045,138.24,1181.9505266561482
COc1ccc2nc(NC(=O)N[C@H](C)c3cc(OC)c(OC)c(OC)c3)sc2c1,4.213400000000003,112.83940000000004,417.1358418360006,119.18,995.5144711243222
COc1ccc(CC(=O)/N=C2\S[C@H]3CS(=O)(=O)C[C@@H]3N2c2ccccc2C(C)C)cc1OC,3.671300000000002,132.52279999999996,488.1439639960008,118.95,1193.0907856430672
O=C1CCCc2cc(Br)ccc21,2.968100000000001,51.41050000000002,223.983677008,17.07,330.6105062081271
FC(F)(F)Cc1ccc2ccccc2c1,3.944600000000002,53.70700000000003,210.065634948,0.0,471.4960807121859
Cc1ccc(-n2ncc3c(-n4nc(C)cc4NC(=O)c4cc(=O)c5ccccc5o4)ncnc32)c(C)c1,4.285160000000003,138.43019999999987,491.1705875320006,120.73,1898.1161198531456
C[C@@H](Br)CNCCC[NH3+],-0.0085999999999997,43.63080000000001,195.04913703209,39.67,57.01955000865388
Cc1ccnc(SCC(=O)Nc2ccc3nc(NC(=O)c4ccccc4)sc3c2)n1,4.3778200000000025,120.1379,435.0823667840005,150.41,1210.4886581973954
COc1ccccc1NC(=O)C1CCN(S(=O)(=O)c2ccc(S(C)(=O)=O)cc2)CC1,2.138100000000001,112.65830000000004,452.1075784880006,126.61,1120.1415950713197
Cc1cccc(NS(=O)(=O)c2ccc(Cl)c(C(=O)NC3CC[NH+](Cc4ccccc4)CC3)c2)c1,3.426520000000002,134.7703999999999,498.1612668880909,88.08999999999999,1257.2922911081314
Cc1sc2nc(CN3CCOCC3)nc(N3CC[NH+](CC(=O)Nc4ccc(F)cc4)CC3)c2c1C,1.6230400000000011,135.79139999999995,499.2285999040909,103.27,1186.8803542747703
C[C@@H]1CC[NH+](C/C=C/CS)C1,0.3971000000000001,52.337700000000034,172.11544699609,43.24,133.52442279202947
CC(C)c1cc(C(=O)Nc2ccc(NC(=O)[C@H](C)n3cncn3)cc2)c2cnn(C(C)C)c2n1,4.179100000000004,129.75990000000002,460.2335221360009,119.62000000000002,1307.0098104529084
Cc1ccn2c(CN3CCN(CC(F)(F)F)[C@H](C)C3)cnc2c1,2.711120000000001,82.29600000000003,326.17183133200064,23.78,679.5054516332992
c1ccc2c(c1)OC[C@H]2N[C@H]1CC[NH2+]C1,0.0453999999999999,57.87810000000003,205.13353958409,37.87,347.230285329337
CCC[C@@H]1C[C@@H]1NC(=O)C(=O)Nc1ccc(OC(C)(C)C)cc1,3.107200000000001,90.39840000000004,318.1943426920008,67.43,560.6245844076187
O=C(NCC1CCN(C(=O)c2cccnc2)CC1)C(=O)Nc1cc2c3c(c1)CCN3C(=O)CC2,1.523999999999999,125.32390000000004,461.2063043440008,111.71,1141.495053142762
COc1ccc(-c2nnc(S[C@H](C)C(=O)c3ccc(C)c(C)c3)o2)cc1OC,4.7341400000000045,108.40350000000002,398.1300281840006,99.75,999.8207049122724
NS(=O)(=O)c1ccc(-c2ccc(/C=C3\SC(=O)N(c4ccccc4)C3=S)o2)cc1,4.635700000000003,118.00019999999998,442.0115699280004,159.38,1230.24541860586
C[C@H]1CCCCN1c1ccc(N2CCN(S(=O)(=O)c3ccc([N+](=O)[O-])cc3)CC2)nn1,2.2745000000000006,116.75920000000006,446.1736243120008,121.16,1020.6405171507664
COC(=O)[C@](C)(Br)CBr,1.7078999999999998,43.14200000000002,257.88910369600006,26.3,111.52562235615692
O=C(/C=C/c1cccc2ccccc12)NC(=S)Nc1cccc(NC(=O)c2ccco2)c1,5.211500000000003,130.4486,441.1147124680005,115.46,1307.7834686791882
CC(=O)Nc1ccc(NC(=O)C[C@H](NC(=O)c2ccccc2Cl)c2ccccc2)cc1,4.798300000000003,122.0936,435.1349692440006,87.30000000000001,1068.9423366248438
COc1cccc2cc(-c3cc(=O)oc4c5c(ccc34)OCN([C@H]3CCS(=O)(=O)C3)C5)c(=O)oc12,2.914000000000001,128.61080000000004,495.0987876320005,124.64,1719.825349110629
CCOc1cccc(CNCCc2ccc(Cl)cc2Cl)c1,4.724400000000004,89.48370000000004,323.0843695880005,21.26,586.7528331290362
Cn1ncc2c1N=C(O)C[C@H]2c1cc(Cl)ccc1F,3.3362000000000016,70.80180000000003,279.0574678720003,50.41,680.5230074451831
COc1ccc(C)cc1S(=O)(=O)N1CCC2(CC1)OCCN2S(=O)(=O)c1cccs1,2.2670200000000005,112.61760000000004,472.0796494880007,138.22,1121.0245184213975
COc1ccc2cc3c([nH+]c2c1)N(c1ccc(C(=O)NNC(=O)c2ccccc2[N+](=O)[O-])cc1)CC3,3.339700000000001,132.23649999999995,484.16154522409056,127.95000000000002,1502.8844769220402
COc1ccccc1[C@H]1N=[NH+]C(=S)N1NCc1ccc2c(c1)n(C)c(=O)n2C,0.7222999999999999,108.56240000000008,397.1441213320906,109.85000000000002,1149.0216301729563
Cc1ccc(-c2cc(C(=O)Nc3ccc(CS(N)(=O)=O)cc3)on2)cc1,2.6908200000000004,97.8824,371.0939770240004,123.67,1023.0579833397476
CN(Cc1ccccc1)c1nc2ncn(CC(=O)NCc3ccc(Cl)cc3)c(=O)c2s1,3.459200000000002,123.52270000000004,453.10262356000055,108.36,1254.6328145484983
CC#CC[N+](C)(C)CCCCCC,2.666400000000001,59.43440000000005,182.19032618809,0.0,171.29883557739785
Cc1ccc2nc(N(Cc3ccco3)C(=O)c3ccc(S(=O)(=O)N4CCOCC4)cc3)sc2c1,4.065620000000004,129.5983,497.1079128360007,129.57,1406.8564696194856
CC[NH+]1CC[C@H](CNC/C(Cl)=C/Cl)C1,0.8197000000000001,62.00340000000004,237.09198038809,16.47,194.5610197166408
C[C@@H](CC#N)Sc1ccccc1NC(=O)c1nc(-c2cccs2)n(-c2ccc(F)cc2)n1,5.781480000000004,124.5742,463.09368041600055,137.14,1262.5411960886313
O=C(Cc1n[nH]c(=O)c2ccccc12)N/N=C/c1ccc(-c2ccc([N+](=O)[O-])cc2)o1,2.7841000000000014,112.6028,417.1073185800004,143.49,1354.6056331347577
CCc1ccc(N2C(=O)/C(=C/c3cc(Cl)c(OCC(=O)[O-])c(Cl)c3)C(=O)NC2=S)cc1,2.5158,118.9877,477.0084215199104,130.86,1092.2483303287245
Cc1ccc(C(=O)N2CCC(NC(=O)c3cc(C)n(C4CC4)c3C)CC2)cc1,3.782860000000003,109.74770000000004,379.2259771680008,54.34,885.316412082106
C[C@H](CCCCl)[NH2+]Cc1ccc(F)cc1F,2.4357000000000006,61.403400000000026,248.10121008409,16.61,330.79484093946485
COc1ccc([C@H]2CC(c3cccs3)=NN2C(=O)Cn2c(-c3nnc(C)o3)cc3ccccc32)cc1,5.447720000000005,138.02099999999987,497.1521605960007,113.99,1566.7622339429138
Cc1[nH+]c[nH]c1CSCCNC(=O)[C@H]1C[NH2+]C[C@@H](C(=O)N2CCCC2)C1,-0.6914799999999965,100.32750000000004,381.21874907218086,121.25,614.4775532582778
COc1ccc(S(=O)(=O)N2CCC(C(=O)Nc3ccc(Oc4ccccc4)cc3)CC2)cc1,4.526900000000004,126.0645,466.1562429320007,93.32,1171.731631120511
Cc1ccccc1NC(=O)[C@H]1CC(=O)Nc2nc(SCc3ccc(F)cc3)[nH]c(=O)c21,3.5742200000000013,116.61510000000004,438.1161896880005,129.25,1210.1230447695343
CCCCOc1ccc(Cl)cc1,3.518900000000002,51.85500000000003,184.065492716,9.23,217.78511805929529
CCc1noc(C[C@H](C)[NH3+])n1,-0.1951000000000003,39.73009999999999,156.11313848809,66.56,219.21519193722327
COCCCC(=O)Nc1cc(-c2cc3ccccc3o2)n[nH]1,3.1880000000000006,83.53540000000004,299.12699140400053,80.15,742.642818851313
CNC(=O)c1c(NC(=O)Cc2coc3ccc(C(C)C)cc23)sc2c1CCCC2,5.037300000000004,116.98790000000004,410.1664136920008,99.58,1077.4179744775884
CC[C@@H](C)N1C(=O)/C(=C/c2c(N[C@H](C)c3ccccc3)nc3ccc(C)cn3c2=O)SC1=S,5.1757200000000045,139.4436999999999,478.1497180720007,124.1,1317.2266118004748
O=C(Nc1nc(-c2ccc(Cl)s2)cs1)[C@@H]1CCCN(S(=O)(=O)c2ccc(F)cc2)C1,4.703500000000003,116.9495,485.0104603040004,144.23,1161.160432451596
CCC[NH2+]C/C=C/c1cccc(F)c1,1.8123,57.38440000000003,194.13395418409,16.61,294.1281328280951
COc1ccc2cc(-c3csc(NC(=O)c4ccc([N+](=O)[O-])s4)n3)oc2c1,4.786900000000002,102.80060000000005,401.0140124520003,163.98000000000002,1160.4652630000755
CN(C)c1ccc([C@H]2c3c(nc(NCc4ccc5c(c4)OCCCO5)[nH]c3=O)NC(=O)[C@H]2C#N)cc1,2.8330800000000007,134.57810000000003,486.2015533120007,132.37,1393.0238410553372
Cn1cc(C#N)cc1C(=O)N[C@@H](C#N)c1cccc(Cl)c1,2.544860000000001,77.40020000000003,298.06213865200027,81.61,766.7112985517862
CCS(=O)(=O)c1ccccc1C(=O)NCC[NH+]1CCN(c2nc3c(C)ccc(C)c3s2)CC1,1.84164,133.37269999999998,487.18320927209095,120.43,1222.9500085977866
OCCC#Cc1ccc(CN2CCN(c3nc(-c4ccccc4)[nH+]c4c3CCC4)CC2)cc1,3.1075000000000017,130.7665,439.2492380320909,53.74,1140.2551681389018
CC[C@H]1CCCC[C@H]1[NH2+][C@@H]1CCO[C@]2(CCOC2)C1,1.8567,75.10340000000006,268.2271056200904,35.07,288.47352047282726
Cc1c(Cl)cccc1NC(=O)CSC1=N[C@@H]2CS(=O)(=O)C[C@H]2N1Cc1ccc(Cl)cc1,4.010920000000002,127.9365,497.0401388920005,112.51999999999998,1137.0590064983678
CCn1ncnc1C[NH2+][C@@H](C)CCCCl,0.7688999999999997,60.741400000000034,231.13710074009,47.32,274.1410340318074
C[C@@H]1[C@@H](Cl)CC[C@H]1Cc1cccc(O)c1,3.5882000000000023,63.33980000000004,224.096792844,20.23,337.06276724880394
Cc1cc(C[NH+](C)C(C)(C)CO)c(OC(F)F)cc1C,1.6904399999999995,74.30350000000004,288.17696186809064,33.900000000000006,461.431889831616
Cc1cc(N2CC[NH+]3CCC[C@@H]3C2)nc(N)n1,-0.7654799999999982,67.11310000000002,234.17132206009,59.48,399.1070571106871
CCS(=O)(=O)c1cccc(C(=O)Nc2sc3c(c2-c2nc4ccccc4s2)CC[NH+](C)C3)c1,3.6415000000000015,134.21669999999995,498.0974310480907,145.42999999999998,1437.6296925227466
CC1(C)CN([C@H]2C=CCCC2)CC[S@]1=O,1.938,65.44040000000004,227.134385292,39.52,285.346706642873
C=CCOc1ccccc1[C@@H]1c2c(nc(NCc3ccc4c(c3)OCCCO4)[nH]c2=O)NC(=O)[C@H]1C#N,3.331880000000001,135.94310000000002,499.1855689000007,138.36,1443.8298706426217
ClC[C@H]1CC(C2CCCCC2)=NO1,2.950400000000001,54.220000000000034,201.092041812,21.59,199.10142660700168
C[C@@H](NC(=O)c1ccc(NS(=O)(=O)c2ccc3[nH]c(=O)[nH]c3c2)cc1)c1ccc2c(c1)OCCO2,2.919200000000001,129.48309999999998,494.1260054240006,150.75999999999996,1573.859875699451
C[C@H](NC(=O)CSc1ccc(C(N)=O)cc1[N+](=O)[O-])c1cccc(Cl)c1,3.316600000000001,100.348,393.0550046720005,140.63000000000002,859.6516737534744
Cc1cccc(-c2noc(-c3ccccc3OCC(=O)Nc3ccc([N+](=O)[O-])cc3)n2)c1,4.637720000000003,117.12810000000005,430.1277196760005,120.39,1267.3891103472138
COCC[NH2+]Cc1cn([C@H]2CCO[C@@]3(CCOC3)C2)nn1,-0.5014999999999985,74.78440000000005,297.1921170800907,75.01,445.1824488977025
C/C(=C\CCCl)C(C)(C)C,3.607700000000002,48.54900000000003,160.101878224,0.0,117.18018093156589
CC[C@H](C)c1ccc(NC(=O)[C@@H]2CCC(=O)N2S(=O)(=O)c2ccc(C)cc2)cc1,3.826920000000003,112.01050000000004,414.1613283120007,91.93,998.1127137910044
O=C(CSc1n[nH]c(N/N=C/c2cccc3ccccc23)n1)Nc1cccc(Br)c1,4.897200000000002,125.0431,480.0367922640005,120.36,1203.56343569046
CCn1c(CC(C)(C)O)[nH+]c2ccccc21,1.7887,64.16950000000003,219.14918964809,39.3,494.0921700433178
C=CCn1c(SCc2nc3sc(C(C)=O)c(C)c3c(=O)[nH]2)nnc1-c1ccoc1C,4.133840000000003,117.20120000000004,441.0929314680006,160.21,1328.1571286288122
Cc1nc(C2CC2)nc(Cl)c1F,2.4549200000000004,43.71200000000002,186.036004156,25.78,299.82905345460915
C[NH+](C)C[C@H](N)CCC(F)(F)F,-0.1992999999999996,40.94210000000001,185.12600959209,30.46,122.3101209160158
CN(C)C(=O)c1cn(-c2cccc(Br)c2)nn1,1.7315999999999998,67.07650000000002,294.0116230720004,51.02,549.9093887745986
CC(C)N(C)S(=O)(=O)c1ccc(C(=O)Nc2nc(-c3ccccc3)cs2)cc1,4.091300000000003,112.03000000000002,415.1024335320007,115.99,1059.5900747678172
CC(=O)Nc1cccc(NC(=O)CSc2nc(-c3ccccc3)c3nc(C)sc3n2)c1,4.750920000000003,125.4824,449.09801684800055,150.41,1257.4936109953817
C[C@@H]1CSCCN1C(=O)Cl,1.7825000000000002,44.74200000000002,179.01716262,45.61,141.7095059445467
C=C(Br)CON,0.7852999999999999,28.2064,150.963275912,35.25,54.75488750216347
